"id","description","image_link","link","title","price","brand","custom_label_0","availability","condition","additional_image_link","google_product_category"
"43221","Название Mille Nuits является отсылкой на сказки Тысячи и одной ночи. При создании коллекции дизайнеров вдохновлял волшебный мир Востока, наполненный множеством деталей и красок. Элегантная бусина хрусталя с алмазной огранкой в центре - фирменный штрих бокалов Mille Nuits, она расположена между гладкой узкой чашей и детализированной ребристой ножкой. В коллекции доступны цветные и прозрачные бокалы, а также: тарелки, пиалы, фруктовницы, подсвечники и даже люстра.","https://empirehall.com.ua/image/cache/catalog/products/2103960-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-vodi/бокал-низкий-тысяча-ночей--h-16-см","Бокал низкий 'Mille Nuits', h 16 см","5960 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2103960-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2103960_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2103960_2-600x600.jpg",""
"43222","Название Mille Nuits является отсылкой на сказки Тысячи и одной ночи. При создании коллекции дизайнеров вдохновлял волшебный мир Востока, наполненный множеством деталей и красок. Элегантная бусина хрусталя с алмазной огранкой в центре - фирменный штрих бокалов Mille Nuits, она расположена между гладкой узкой чашей и детализированной ребристой ножкой. В коллекции доступны цветные и прозрачные бокалы, а также: тарелки, пиалы, фруктовницы, подсвечники и даже люстра.","https://empirehall.com.ua/image/cache/catalog/products/2604315-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-krasnogo-vina/бокал-для-красного-вина-тысяча-ночей--h-235-см","Бокал для красного вина 'Mille Nuits', h 23,5 см","7300 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2604315-600x600.jpg",""
"43223","Название Mille Nuits является отсылкой на сказки Тысячи и одной ночи. При создании коллекции дизайнеров вдохновлял волшебный мир Востока, наполненный множеством деталей и красок. Элегантная бусина хрусталя с алмазной огранкой в центре - фирменный штрих бокалов Mille Nuits, она расположена между гладкой узкой чашей и детализированной ребристой ножкой. В коллекции доступны цветные и прозрачные бокалы, а также: тарелки, пиалы, фруктовницы, подсвечники и даже люстра.","https://empirehall.com.ua/image/cache/catalog/products/2810597-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-shampanskogo/набор-из-двух-бокалов-для-шампанского-тысяча-ночей--h-29-см","Набор из двух бокалов для шампанского 'Mille Nuits', h 29 см","14990 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2810597-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2810597_1-600x600.jpg",""
"43224","Название Mille Nuits является отсылкой на сказки Тысячи и одной ночи. При создании коллекции дизайнеров вдохновлял волшебный мир Востока, наполненный множеством деталей и красок. Элегантная бусина хрусталя с алмазной огранкой в центре - фирменный штрих бокалов Mille Nuits, она расположена между гладкой узкой чашей и детализированной ребристой ножкой. В коллекции доступны цветные и прозрачные бокалы, а также: тарелки, пиалы, фруктовницы, подсвечники и даже люстра.","https://empirehall.com.ua/image/cache/catalog/products/2103961-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/dlya-podachi-napitkov1/grafini1/графин-тысяча-ночей--h-38-см","Графин 'Mille Nuits', h 38 см","26120 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2103961-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2103961_1-600x600.jpg",""
"43225","Название Mille Nuits является отсылкой на сказки Тысячи и одной ночи. При создании коллекции дизайнеров вдохновлял волшебный мир Востока, наполненный множеством деталей и красок. Элегантная бусина хрусталя с алмазной огранкой в центре - фирменный штрих бокалов Mille Nuits, она расположена между гладкой узкой чашей и детализированной ребристой ножкой. В коллекции доступны цветные и прозрачные бокалы, а также: тарелки, пиалы, фруктовницы, подсвечники и даже люстра.","https://empirehall.com.ua/image/cache/catalog/products/2810596-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-shampanskogo/набор-из-двух-красных-бокалов-для-шампанского-тысяча-ночей--h-29-см","Набор из двух красных бокалов для шампанского 'Mille Nuits', h 29 см","21900 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2810596-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2810596_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2810596_2-600x600.jpg",""
"43226","Название Mille Nuits является отсылкой на сказки Тысячи и одной ночи. При создании коллекции дизайнеров вдохновлял волшебный мир Востока, наполненный множеством деталей и красок. Элегантная бусина хрусталя с алмазной огранкой в центре - фирменный штрих бокалов Mille Nuits, она расположена между гладкой узкой чашей и детализированной ребристой ножкой. В коллекции доступны цветные и прозрачные бокалы, а также: тарелки, пиалы, фруктовницы, подсвечники и даже люстра.","https://empirehall.com.ua/image/cache/catalog/products/2811226-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-shampanskogo/набор-из-двух-синих-бокалов-для-шампанского-тысяча-ночей--h-29-см","Набор из двух синих бокалов для шампанского 'Mille Nuits', h 29 см","21900 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2811226-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2811226_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2811226_2-600x600.jpg",""
"43227","Название Mille Nuits является отсылкой на сказки Тысячи и одной ночи. При создании коллекции дизайнеров вдохновлял волшебный мир Востока, наполненный множеством деталей и красок. Элегантная бусина хрусталя с алмазной огранкой в центре - фирменный штрих бокалов Mille Nuits, она расположена между гладкой узкой чашей и детализированной ребристой ножкой. В коллекции доступны цветные и прозрачные бокалы, а также: тарелки, пиалы, фруктовницы, подсвечники и даже люстра.","https://empirehall.com.ua/image/cache/catalog/products/2811584-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-shampanskogo/набор-из-двух-янтарных-бокалов-для-шампанского-тысяча-ночей--h-29-см","Набор из двух янтарных бокалов для шампанского 'Mille Nuits', h 29 см","21900 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2811584-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2811584_1-600x600.jpg",""
"43228","Название Mille Nuits является отсылкой на сказки Тысячи и одной ночи. При создании коллекции дизайнеров вдохновлял волшебный мир Востока, наполненный множеством деталей и красок. Элегантная бусина хрусталя с алмазной огранкой в центре - фирменный штрих бокалов Mille Nuits, она расположена между гладкой узкой чашей и детализированной ребристой ножкой. В коллекции доступны цветные и прозрачные бокалы, а также: тарелки, пиалы, фруктовницы, подсвечники и даже люстра.","https://empirehall.com.ua/image/cache/catalog/products/2811587-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-shampanskogo/набор-из-двух-фиолетовых-бокалов-для-шампанского-тысяча-ночей--h-29-см","Набор из двух фиолетовых бокалов для шампанского 'Mille Nuits', h 29 см","21900 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2811587-600x600.jpg",""
"43229","Бросив вызов классическим формам, дизайнеры коллекции создали бокалы для игры воображения. 
Точеные ножки из ромбовидных кристаллов напоминают то ли нанизанные бусины, то ли тотемы Бранкузи, то ли аккуратно сложенные конфеты. 
Такие формы отлично работают на контрасте с гладкостью чаш, подчеркивая прозрачность легендарного хрусталя.
Геометрическая ножка привлекает внимание, и делает бокалы из коллекции оригинальным украшением любого стола.","https://empirehall.com.ua/image/cache/catalog/products/2811801-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-shampanskogo/набор-из-двух-низких-бокалов-для-шампанского-вега--h-225-см","Набор из двух низких бокалов для шампанского 'Véga', h 22,5 см","10180 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2811801-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2811801_8-600x600.jpg",""
"43230","Бросив вызов классическим формам, дизайнеры коллекции создали бокалы для игры воображения. 
Точеные ножки из ромбовидных кристаллов напоминают то ли нанизанные бусины, то ли тотемы Бранкузи, то ли аккуратно сложенные конфеты. 
Такие формы отлично работают на контрасте с гладкостью чаш, подчеркивая прозрачность легендарного хрусталя.
Геометрическая ножка привлекает внимание, и делает бокалы из коллекции оригинальным украшением любого стола.","https://empirehall.com.ua/image/cache/catalog/products/2810901-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-martini/набор-из-двух-бокалов-для-мартини-вега--h-15-см","Набор из двух бокалов для мартини 'Véga', h 15 см","11530 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2810901-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2810901_8-600x600.jpg",""
"43231","Бросив вызов классическим формам, дизайнеры коллекции создали бокалы для игры воображения. 
Точеные ножки из ромбовидных кристаллов напоминают то ли нанизанные бусины, то ли тотемы Бранкузи, то ли аккуратно сложенные конфеты. 
Такие формы отлично работают на контрасте с гладкостью чаш, подчеркивая прозрачность легендарного хрусталя.
Геометрическая ножка привлекает внимание, и делает бокалы из коллекции оригинальным украшением любого стола.","https://empirehall.com.ua/image/cache/catalog/products/2811806-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-shampanskogo/набор-из-двух-красных-бокалов-для-шампанского-вега--h-29-см","Набор из двух красных бокалов для шампанского 'Véga', h 29 см","21900 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2811806-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2811806_1-600x600.jpg",""
"43232","Бросив вызов классическим формам, дизайнеры коллекции создали бокалы для игры воображения. 
Точеные ножки из ромбовидных кристаллов напоминают то ли нанизанные бусины, то ли тотемы Бранкузи, то ли аккуратно сложенные конфеты. 
Такие формы отлично работают на контрасте с гладкостью чаш, подчеркивая прозрачность легендарного хрусталя.
Геометрическая ножка привлекает внимание, и делает бокалы из коллекции оригинальным украшением любого стола.","https://empirehall.com.ua/image/cache/catalog/products/2812270-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-krasnogo-vina/набор-из-двух-красных-бокалов-для-вина-вега--h-23-см","Набор из двух красных бокалов для вина 'Véga', h 23 см","21900 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2812270-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2812270_1-600x600.jpg",""
"43233","Бросив вызов классическим формам, дизайнеры коллекции создали бокалы для игры воображения. 
Точеные ножки из ромбовидных кристаллов напоминают то ли нанизанные бусины, то ли тотемы Бранкузи, то ли аккуратно сложенные конфеты. 
Такие формы отлично работают на контрасте с гладкостью чаш, подчеркивая прозрачность легендарного хрусталя.
Геометрическая ножка привлекает внимание, и делает бокалы из коллекции оригинальным украшением любого стола.","https://empirehall.com.ua/image/cache/catalog/products/2812265-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-vodi/набор-из-двух-красных-бокалов-для-воды-вега--h-14-см","Набор из двух красных бокалов для воды 'Véga', h 14 см","15940 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2812265-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2812265_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2812265_2-600x600.jpg",""
"43234","Коллекция Harmonie имеет статусный вид и мужской характер, подчеркнутый вертикальностью линий -последовательные параллельные надрезы остро пронзают прозрачный хрусталь. Наверное, именно поэтому в коллекцию включены только графины, ведерко для льда и роксы, а также, в дополнение, кувшин и стаканы для воды, которые тоже не помешают в мужском кабинете.","https://empirehall.com.ua/image/cache/catalog/products/1343300-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/dlya-podachi-napitkov1/kuvshini1/кувшин-гармония--h-21-см","Кувшин 'Harmonie', h 21 см","31120 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/1343300-600x600.jpg",""
"43235","Коллекция Harmonie имеет статусный вид и мужской характер, подчеркнутый вертикальностью линий -последовательные параллельные надрезы остро пронзают прозрачный хрусталь. Наверное, именно поэтому в коллекцию включены только графины, ведерко для льда и роксы, а также, в дополнение, кувшин и стаканы для воды, которые тоже не помешают в мужском кабинете.","https://empirehall.com.ua/image/cache/catalog/products/2810595-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/stakani/набор-из-двух-стаканов-для-воды-гармония--h-13-см","Набор из двух стаканов для воды 'Harmonie', h 13 см","8830 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2810595-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2810595_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2810595_2-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2810595_3-600x600.jpg",""
"43236","Коллекция Harmonie имеет статусный вид и мужской характер, подчеркнутый вертикальностью линий -последовательные параллельные надрезы остро пронзают прозрачный хрусталь. Наверное, именно поэтому в коллекцию включены только графины, ведерко для льда и роксы, а также, в дополнение, кувшин и стаканы для воды, которые тоже не помешают в мужском кабинете.","https://empirehall.com.ua/image/cache/catalog/products/1845261-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-viski/набор-из-двух-стаканов-для-виски-гармония--h-105-см","Набор из двух стаканов для виски 'Harmonie', h 10,5 см","8840 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/1845261-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/1845261_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/1845261_2-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/1845261_3-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/1845261_4-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/1845261_5-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/1845261_6-600x600.jpg",""
"43237","Коллекция Harmonie имеет статусный вид и мужской характер, подчеркнутый вертикальностью линий -последовательные параллельные надрезы остро пронзают прозрачный хрусталь. Наверное, именно поэтому в коллекцию включены только графины, ведерко для льда и роксы, а также, в дополнение, кувшин и стаканы для воды, которые тоже не помешают в мужском кабинете.","https://empirehall.com.ua/image/cache/catalog/products/1703341-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/dlya-podachi-napitkov1/grafini1/графин-гармония--h-30-см","Графин 'Harmonie', h 30 см","23050 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/1703341-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/1703341_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/1703341_2-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/1703341_3-600x600.jpg",""
"43238","Коллекция Harmonie имеет статусный вид и мужской характер, подчеркнутый вертикальностью линий -последовательные параллельные надрезы остро пронзают прозрачный хрусталь. Наверное, именно поэтому в коллекцию включены только графины, ведерко для льда и роксы, а также, в дополнение, кувшин и стаканы для воды, которые тоже не помешают в мужском кабинете.","https://empirehall.com.ua/image/cache/catalog/products/2811179-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/nabori1/набор-из-четырех-стаканов-и-ведерка-для-льда-гармония","Набор из четырех стаканов и ведерка для льда 'Harmonie'","31120 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2811179-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2811179_1-600x600.jpg",""
"43239","Так же, как и виски - это искусство, ведь качество его строго регламентировано, так и Baccarat - искусство изготовления посуды из хрусталя. Будь то односолодовый или купажированный напиток, первоклассный виски заслуживает изысканности графина и бокалов Baccarat. В разных ракурсах круглые формы у основания преломляют свет, что делает процесс пития еще более многогранным. Барный набор также дополнен хайболами.","https://empirehall.com.ua/image/cache/catalog/products/2104821-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/dlya-podachi-napitkov1/grafini1/графин-для-виски-белуга--h-21-см","Графин для виски 'Beluga', h 21 см","17670 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2104821-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2104821_1-600x600.jpg",""
"43240","Так же, как и виски - это искусство, ведь качество его строго регламентировано, так и Baccarat - искусство изготовления посуды из хрусталя. Будь то односолодовый или купажированный напиток, первоклассный виски заслуживает изысканности графина и бокалов Baccarat. В разных ракурсах круглые формы у основания преломляют свет, что делает процесс пития еще более многогранным. Барный набор также дополнен хайболами.","https://empirehall.com.ua/image/cache/catalog/products/2104387-600x600.jpg","https://empirehall.com.ua/magazin/posuda-dlya-napitkov1/bokali-i-stakani1/bokali-dlya-viski/набор-из-двух-стаканов-для-виски-белуга--h-9-см","Набор из двух стаканов для виски 'Beluga', h 9 см","5770 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2104387-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2104387_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2104387_2-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2104387_3-600x600.jpg",""
"43241","Коллекция Eye имеет богатые горизонтальные и вертикальные прорези, которые ровной сеткой то выступают, то утопают, создавая бесконечно сложную завораживающую поверхность хрусталя, и являются живым свидетельством высочайшего мастерства мануфактуры. 
В коллекцию входят прямоугольные и овальные вазы, подсвечники и стильные фоторамки, которые послужат роскошным декорам любого интерьера.","https://empirehall.com.ua/image/cache/catalog/products/2805287-600x600.jpg","https://empirehall.com.ua/magazin/dekor/fotoramki/рамка-для-фото-око--h-23-см","Рамка для фото 'Eye', h 23 см","9610 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2805287-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2805287_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2805287_2-600x600.jpg",""
"43242","Коллекция Eye имеет богатые горизонтальные и вертикальные прорези, которые ровной сеткой то выступают, то утопают, создавая бесконечно сложную завораживающую поверхность хрусталя, и являются живым свидетельством высочайшего мастерства мануфактуры. 
В коллекцию входят вазы, подсвечники и стильные фоторамки, которые послужат роскошным декорам любого интерьера. Фоторамки представлены к кристально чистом варианте и легендарном красном! Хрусталь Baccarat всегда окрашивают исключительно натуральными красителями: синий цвет получается при помощи добавления кобальта, а для насыщенного красного в хрустальную массу добавляют 24-х каратный золотой порошок, и плавят при температуре 540 градусов.
Такая технология придает хрусталю глубокий цвет, оставляя его прозрачным и чистым. 
Красный является вечным символом бренда Baccarat. Этот фирменный красный чаще называют «рубиновым», подчеркивая схожесть хрустальных изделий мануфактуры с драгоценными камнями.","https://empirehall.com.ua/image/cache/catalog/products/2810459-600x600.jpg","https://empirehall.com.ua/magazin/podarki/zhenschine/рамка-для-фото-око--красная-h-23-см","Рамка для фото 'Eye', красная, h 23 см","12490 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2810459-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2810459_1-600x600.jpg",""
"43243","Французский бренд Baccarat, который существует более 250 лет, давно стал синонимом слова «хрусталь». Компания отражает истинно королевский образ жизни, а каждое изделие мануфактуры — настоящая ода красоте. Baccarat — это всегда уникальные и элегантные творения, которые выбирают настоящие эстеты. Среди поклонников бренда в разное время были понтифики, арабские шейхи, короли и президенты. Преподнести в качестве подарка изделие созданное из самого лучшего хрусталя в мире является символом большого уважения,  или обожания.","https://empirehall.com.ua/image/cache/catalog/products/2103967-600x600.jpg","https://empirehall.com.ua/magazin/dekor/statuetki/статуэтка-сердце-h-7-см","Статуэтка 'Zinzin Heart', h 7 см","12300 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2103967-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2103967_1-600x600.jpg",""
"43244","Французский бренд Baccarat, который существует более 250 лет, давно стал синонимом слова «хрусталь». Компания отражает истинно королевский образ жизни, а каждое изделие мануфактуры — настоящая ода красоте. Baccarat — это всегда уникальные и элегантные творения, которые выбирают настоящие эстеты. Среди поклонников бренда в разное время были понтифики, арабские шейхи, короли и президенты. Преподнести в качестве подарка изделие созданное из самого лучшего хрусталя в мире является символом большого уважения,  или обожания.","https://empirehall.com.ua/image/cache/catalog/products/2102796-600x600.jpg","https://empirehall.com.ua/magazin/podarki/zhenschine/статуэтка-голуби-h-7-см","Статуэтка 'Doves', h 7 см","11530 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2102796-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2102796_8-600x600.jpg",""
"43245","Французский бренд Baccarat, который существует более 250 лет, давно стал синонимом слова «хрусталь». Компания отражает истинно королевский образ жизни, а каждое изделие мануфактуры — настоящая ода красоте. Baccarat — это всегда уникальные и элегантные творения, которые выбирают настоящие эстеты. Среди поклонников бренда в разное время были понтифики, арабские шейхи, короли и президенты. Преподнести в качестве подарка изделие созданное из самого лучшего хрусталя в мире является символом большого уважения,  или обожания.","https://empirehall.com.ua/image/cache/catalog/products/1762674-600x600.jpg","https://empirehall.com.ua/magazin/podarki/zhenschine/статуэтка-божья-мать--h-23-см","Статуэтка 'Mother Of God', h 23 см","19210 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/1762674-600x600.jpg",""
"43246","Французский бренд Baccarat, который существует более 250 лет, давно стал синонимом слова «хрусталь». Компания отражает истинно королевский образ жизни, а каждое изделие мануфактуры — настоящая ода красоте. Baccarat — это всегда уникальные и элегантные творения, которые выбирают настоящие эстеты. Среди поклонников бренда в разное время были понтифики, арабские шейхи, короли и президенты. Преподнести в качестве подарка изделие созданное из самого лучшего хрусталя в мире является символом большого уважения,  или обожания.","https://empirehall.com.ua/image/cache/catalog/products/2102328-600x600.jpg","https://empirehall.com.ua/magazin/dekor/statuetki/статуэтка-лошадь--h-20-см","Статуэтка 'Rearing Horse', h 20 см","22280 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2102328-600x600.jpg",""
"43247","Французский бренд Baccarat, который существует более 250 лет, давно стал синонимом слова «хрусталь». Компания отражает истинно королевский образ жизни, а каждое изделие мануфактуры — настоящая ода красоте. Baccarat — это всегда уникальные и элегантные творения, которые выбирают настоящие эстеты. Среди поклонников бренда в разное время были понтифики, арабские шейхи, короли и президенты. Преподнести в качестве подарка изделие созданное из самого лучшего хрусталя в мире является символом большого уважения,  или обожания.","https://empirehall.com.ua/image/cache/catalog/products/2607754-600x600.jpg","https://empirehall.com.ua/magazin/dekor/statuetki/статуэтка-пантера--h-33-см","Статуэтка 'Panther', h 33 см","65300 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2607754-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2607754_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2607754_2-600x600.jpg",""
"43248","Французский бренд Baccarat, который существует более 250 лет, давно стал синонимом слова «хрусталь». Компания отражает истинно королевский образ жизни, а каждое изделие мануфактуры — настоящая ода красоте. Baccarat — это всегда уникальные и элегантные творения, которые выбирают настоящие эстеты. Среди поклонников бренда в разное время были понтифики, арабские шейхи, короли и президенты. Преподнести в качестве подарка изделие созданное из самого лучшего хрусталя в мире является символом большого уважения,  или обожания.","https://empirehall.com.ua/image/cache/catalog/products/2101470-600x600.jpg","https://empirehall.com.ua/magazin/podarki/muzhchine/статуэтка-орел--h-18-см","Статуэтка 'American Eagle', h 18 см","49940 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2101470-600x600.jpg",""
"43249","Креативный испанский дизайнер Джейми Хайон разработал коллекцию конфетниц с фигурками животных для Baccarat. Конфетница имеет белую фарфоровую основу с инкрустацией золотом внутри, и хрустальную крышку в форме медведя. Мультяшно пухлый силуэт основания  украшен медовыми сотами, а хрустальная голова покрыта мелкими алмазными вырезами.","https://empirehall.com.ua/image/cache/catalog/products/2607503-600x600.jpg","https://empirehall.com.ua/magazin/posuda/chaepitie/konfetnitsi1/конфетница-медведь--h-236-cм","Конфетница 'Zoo Bear', h 23,6 cм","46100 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2607503-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2607503_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2607503_2-600x600.jpg",""
"43250","Креативный испанский дизайнер Джейми Хайон разработал коллекцию конфетниц с фигурками животных для Baccarat. Конфетница имеет белую фарфоровую основу с инкрустацией золотом внутри, и хрустальную крышку в форм еутки. Мультяшно пухлый силуэт основания  украшен утиными перьями, а хрустальная голова покрыта мелкими алмазными вырезами вокруг клюва.","https://empirehall.com.ua/image/cache/catalog/products/2607500-600x600.jpg","https://empirehall.com.ua/magazin/posuda/chaepitie/konfetnitsi1/конфетница-утенок--h-166-cм","Конфетница 'Zoo Duck', h 16,6 cм","36110 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2607500-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2607500_1-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2607500_2-600x600.jpg",""
"43251","Французский бренд Baccarat, который существует более 250 лет, давно стал синонимом слова «хрусталь». Компания отражает истинно королевский образ жизни, а каждое изделие мануфактуры — настоящая ода красоте. Baccarat — это всегда уникальные и элегантные творения, которые выбирают настоящие эстеты. Среди поклонников бренда в разное время были понтифики, арабские шейхи, короли и президенты. Преподнести в качестве подарка изделие созданное из самого лучшего хрусталя в мире является символом большого уважения,  или обожания.","https://empirehall.com.ua/image/cache/catalog/products/2812663-600x600.jpg","https://empirehall.com.ua/magazin/dekor/statuetki/статуэтка-бабочка-золотая-h-65-см","Статуэтка 'Papillon Lucky Butterfly' золотая, h 6,5 см","7690 UAH","BACCARAT","Магазин","in stock","new","https://empirehall.com.ua/image/cache/catalog/products/2812663-600x600.jpg,https://empirehall.com.ua/image/cache/catalog/products/2812663_1-600x600.jpg",""
